entity_name,entity_type,latitude,longitude,properties
Avenida Convención de 1914 Oriente,carretera,21.9011011,-102.2826189,"{""codigo"":""MX45"",""tipo"":""federal"",""highway"":""primary"",""carriles"":3,""velocidad_max"":""50""}"
Avenida Convención de 1914 Oriente,carretera,21.8843992,-102.2726957,"{""codigo"":""Avenida Convención de 1914 Oriente"",""tipo"":""avenida"",""highway"":""secondary"",""carriles"":2,""velocidad_max"":""50""}"
Avenida Poliducto,carretera,21.8611196,-102.2451781,"{""codigo"":""Avenida Poliducto"",""tipo"":""avenida"",""highway"":""tertiary""}"
Calle Álamo,carretera,21.8756034,-102.275913,"{""codigo"":""Calle Álamo"",""tipo"":""avenida"",""highway"":""tertiary"",""carriles"":2}"
Avenida Aguascalientes Oriente,carretera,21.8598961,-102.2573019,"{""codigo"":""Avenida Aguascalientes Oriente"",""tipo"":""federal"",""highway"":""primary"",""carriles"":2}"
Calle Petróleos Mexicanos,carretera,21.8936285,-102.2938923,"{""codigo"":""Calle Petróleos Mexicanos"",""tipo"":""avenida"",""highway"":""secondary"",""carriles"":2}"
Calle Paseo de los Parques,carretera,21.9091442,-102.2699221,"{""codigo"":""Calle Paseo de los Parques"",""tipo"":""avenida"",""highway"":""tertiary""}"
Calle Doctor Jesús Díaz de León,carretera,21.8792543,-102.2938679,"{""codigo"":""Calle Doctor Jesús Díaz de León"",""tipo"":""avenida"",""highway"":""secondary"",""carriles"":2}"
Carretera Rincón de Romos - Loreto,carretera,22.2271257,-102.2392956,"{""codigo"":""MX22"",""tipo"":""federal"",""highway"":""primary"",""carriles"":1,""velocidad_max"":""80""}"
Avenida Aguascalientes Oriente,carretera,21.9001273,-102.2705212,"{""codigo"":""Avenida Aguascalientes Oriente"",""tipo"":""federal"",""highway"":""primary"",""carriles"":3,""velocidad_max"":""60""}"
Carretera El Bajío-Rincón de Romos,carretera,22.2513103,-102.2988084,"{""codigo"":""Carretera El Bajío-Rincón de Romos"",""tipo"":""avenida"",""highway"":""tertiary"",""velocidad_max"":""50""}"
Avenida Paseo del Cielo,carretera,21.9020445,-102.3476067,"{""codigo"":""Avenida Paseo del Cielo"",""tipo"":""calle"",""highway"":""residential""}"
Calle Epifanio de Silva,carretera,21.8714131,-102.2951646,"{""codigo"":""Calle Epifanio de Silva"",""tipo"":""avenida"",""highway"":""tertiary"",""carriles"":1}"
Carretera Mesillas,carretera,22.3141016,-102.2393274,"{""codigo"":""AGS26"",""tipo"":""estatal"",""highway"":""secondary""}"
Avenida de las Misiones,carretera,21.9317633,-102.3105653,"{""codigo"":""Avenida de las Misiones"",""tipo"":""calle"",""highway"":""residential"",""carriles"":2}"
Avenida Francisco I. Madero,carretera,21.8929033,-102.3402571,"{""codigo"":""AGS66"",""tipo"":""estatal"",""highway"":""secondary"",""velocidad_max"":""60""}"
"Carretera Tepetate, Zac.",carretera,22.3390149,-102.1264076,"{""codigo"":""Carretera Tepetate, Zac."",""tipo"":""avenida"",""highway"":""tertiary""}"
Avenida de los Maestros,carretera,21.8545351,-102.3170104,"{""codigo"":""Avenida de los Maestros"",""tipo"":""avenida"",""highway"":""secondary"",""carriles"":4}"
Prolongación Zaragoza 1201,carretera,21.9384896,-102.3080939,"{""codigo"":""Prolongación Zaragoza 1201"",""tipo"":""calle"",""highway"":""residential""}"
Avenida Aguascalientes Poniente,carretera,21.9094521,-102.3175801,"{""codigo"":""Avenida Aguascalientes Poniente"",""tipo"":""avenida"",""highway"":""tertiary"",""carriles"":2}"
Avenida Convención de 1914 Poniente,carretera,21.874265,-102.3118899,"{""codigo"":""Avenida Convención de 1914 Poniente"",""tipo"":""federal"",""highway"":""primary"",""carriles"":2,""velocidad_max"":""50""}"
Calle Alameda,carretera,21.8852704,-102.1067261,"{""codigo"":""AGS86"",""tipo"":""estatal"",""highway"":""tertiary"",""velocidad_max"":""30""}"
Manuel G. Escobedo,carretera,21.8792361,-102.277076,"{""codigo"":""Manuel G. Escobedo"",""tipo"":""calle"",""highway"":""primary_link""}"
Bulevar JM Romo,carretera,21.9862655,-102.3355203,"{""codigo"":""AGS18"",""tipo"":""federal"",""highway"":""primary"",""carriles"":2}"
Avenida Manuel Gómez Morín,carretera,21.8886662,-102.2813578,"{""codigo"":""Avenida Manuel Gómez Morín"",""tipo"":""federal"",""highway"":""primary"",""carriles"":3}"
Avenida Filemón Alonso,carretera,21.8936819,-102.3698973,"{""codigo"":""Avenida Filemón Alonso"",""tipo"":""calle"",""highway"":""residential"",""carriles"":2}"
Calle Benito Juárez,carretera,22.1087139,-102.305631,"{""codigo"":""Calle Benito Juárez"",""tipo"":""avenida"",""highway"":""tertiary""}"
Calle La Tomatina,carretera,21.9013888,-102.4148228,"{""codigo"":""AGS117"",""tipo"":""estatal"",""highway"":""tertiary"",""velocidad_max"":""20""}"
Avenida Mariano Escobedo,carretera,21.8708545,-102.2768338,"{""codigo"":""Avenida Mariano Escobedo"",""tipo"":""federal"",""highway"":""primary"",""carriles"":2}"
Boulevard José María Chávez,carretera,21.8784405,-102.2959036,"{""codigo"":""MX45"",""tipo"":""federal"",""highway"":""primary"",""carriles"":2}"
Avenida Pozo Bravo,carretera,21.9203785,-102.2754961,"{""codigo"":""Avenida Pozo Bravo"",""tipo"":""calle"",""highway"":""residential""}"
Boulevard Juan Pablo II,carretera,21.8519559,-102.3530722,"{""codigo"":""AGS31"",""tipo"":""estatal"",""highway"":""secondary"",""carriles"":2,""velocidad_max"":""60""}"
Carretera Las Flores,carretera,21.9295685,-102.1215279,"{""codigo"":""AGS86"",""tipo"":""estatal"",""highway"":""tertiary"",""velocidad_max"":""60""}"
Avenida Guadalupe González,carretera,21.9094983,-102.3436264,"{""codigo"":""AGS141"",""tipo"":""estatal"",""highway"":""secondary"",""carriles"":3}"
Avenida Independencia,carretera,21.896458,-102.2955556,"{""codigo"":""Avenida Independencia"",""tipo"":""avenida"",""highway"":""secondary"",""carriles"":2}"
Avenida de los Maestros,carretera,21.8544885,-102.3168362,"{""codigo"":""Avenida de los Maestros"",""tipo"":""avenida"",""highway"":""secondary"",""carriles"":4}"
Avenida Convención de 1914 Poniente,carretera,21.8798682,-102.3124881,"{""codigo"":""Avenida Convención de 1914 Poniente"",""tipo"":""federal"",""highway"":""primary"",""carriles"":5,""velocidad_max"":""50""}"
Avenida Convención de 1914 Sur,carretera,21.8659667,-102.2886264,"{""codigo"":""MX45"",""tipo"":""federal"",""highway"":""primary"",""carriles"":3,""velocidad_max"":""50""}"
Avenida Hacienda de Ojocaliente,carretera,21.8905135,-102.2372365,"{""codigo"":""Avenida Hacienda de Ojocaliente"",""tipo"":""calle"",""highway"":""residential"",""carriles"":2,""velocidad_max"":""40""}"
Avenida Licenciado Adolfo López Mateos Oriente,carretera,21.8789859,-102.2619998,"{""codigo"":""MX70"",""tipo"":""federal"",""highway"":""primary"",""carriles"":3}"
Calle Miguel Hidalgo,carretera,22.1944521,-102.2577938,"{""codigo"":""Calle Miguel Hidalgo"",""tipo"":""avenida"",""highway"":""tertiary""}"
Avenida Siglo XXI,carretera,21.9287086,-102.267631,"{""codigo"":""Avenida Siglo XXI"",""tipo"":""federal"",""highway"":""trunk"",""carriles"":3,""velocidad_max"":""60""}"
Carretera San Marcos-Aguascalientes,carretera,21.9838077,-102.2417394,"{""codigo"":""MX25"",""tipo"":""federal"",""highway"":""primary"",""carriles"":2,""velocidad_max"":""80""}"
Avenida Aguascalientes Poniente,carretera,21.877101,-102.3182915,"{""codigo"":""Avenida Aguascalientes Poniente"",""tipo"":""federal"",""highway"":""primary"",""carriles"":2}"
Carretera Pino Suarez,carretera,22.1399584,-102.0962452,"{""codigo"":""AGS1"",""tipo"":""estatal"",""highway"":""tertiary""}"
Entrada El Gigante,carretera,22.2060424,-102.2467913,"{""codigo"":""AGS22"",""tipo"":""estatal"",""highway"":""tertiary"",""velocidad_max"":""40""}"
Carretera Asientos,carretera,22.2947002,-102.061842,"{""codigo"":""AGS129"",""tipo"":""estatal"",""highway"":""secondary"",""velocidad_max"":""60""}"
Camino Francisco Sarabia-Santa Rosa,carretera,21.95314,-102.0203398,"{""codigo"":""Camino Francisco Sarabia-Santa Rosa"",""tipo"":""avenida"",""highway"":""tertiary""}"
Avenida Vallarta,carretera,21.8815382,-102.2363259,"{""codigo"":""Avenida Vallarta"",""tipo"":""avenida"",""highway"":""tertiary""}"
Avenida Siglo XXI,carretera,21.9375364,-102.2751258,"{""codigo"":""Avenida Siglo XXI"",""tipo"":""federal"",""highway"":""trunk"",""carriles"":3,""velocidad_max"":""60""}"
Carretera Hacienda Nueva,carretera,21.9065141,-102.3301995,"{""codigo"":""AGS66"",""tipo"":""estatal"",""highway"":""secondary"",""carriles"":1,""velocidad_max"":""60""}"
Avenida Licenciado Adolfo López Mateos Oriente,carretera,21.8791253,-102.2926718,"{""codigo"":""MX70"",""tipo"":""federal"",""highway"":""primary"",""carriles"":3,""velocidad_max"":""50""}"
Avenida Aguascalientes Poniente,carretera,21.8698328,-102.3183471,"{""codigo"":""Avenida Aguascalientes Poniente"",""tipo"":""federal"",""highway"":""primary"",""carriles"":2}"
Calle Licenciado Adolfo López Mateos,carretera,22.2239375,-102.3240195,"{""codigo"":""AGS54"",""tipo"":""estatal"",""highway"":""secondary"",""velocidad_max"":""60""}"
Avenida Ribera de Chapala,carretera,21.9540013,-102.2514078,"{""codigo"":""Avenida Ribera de Chapala"",""tipo"":""avenida"",""highway"":""tertiary""}"
Avenida Eugenio Garza Sada,carretera,21.9150919,-102.3310661,"{""codigo"":""AGS34"",""tipo"":""estatal"",""highway"":""secondary"",""carriles"":2,""velocidad_max"":""60""}"
Avenida Ruscello,carretera,21.9240243,-102.3383433,"{""codigo"":""Avenida Ruscello"",""tipo"":""calle"",""highway"":""residential"",""carriles"":2}"
Avenida Constitución,carretera,21.9650549,-102.3511971,"{""codigo"":""Avenida Constitución"",""tipo"":""calle"",""highway"":""residential""}"
Avenida Mariano Escobedo,carretera,21.872077,-102.2768918,"{""codigo"":""Avenida Mariano Escobedo"",""tipo"":""federal"",""highway"":""primary"",""carriles"":2}"
Avenida Las Américas,carretera,21.8648563,-102.3025264,"{""codigo"":""Avenida Las Américas"",""tipo"":""federal"",""highway"":""primary"",""carriles"":2}"
Avenida Alcázar,carretera,21.9518694,-102.3144853,"{""codigo"":""Avenida Alcázar"",""tipo"":""calle"",""highway"":""residential""}"
Avenida Lienzo Charro,carretera,21.871334,-102.3079249,"{""codigo"":""Avenida Lienzo Charro"",""tipo"":""avenida"",""highway"":""tertiary"",""carriles"":3}"
Avenida Aguascalientes Sur,carretera,21.8582159,-102.2930104,"{""codigo"":""Avenida Aguascalientes Sur"",""tipo"":""federal"",""highway"":""primary"",""carriles"":3,""velocidad_max"":""50""}"
Avenida Convención de 1914 Oriente,carretera,21.8840157,-102.2726299,"{""codigo"":""Avenida Convención de 1914 Oriente"",""tipo"":""avenida"",""highway"":""secondary"",""carriles"":2,""velocidad_max"":""50""}"
Avenida Siglo XXI,carretera,21.9445633,-102.2907462,"{""codigo"":""Avenida Siglo XXI"",""tipo"":""federal"",""highway"":""trunk"",""carriles"":2}"
Avenida Heroico Colegio Militar,carretera,21.9012423,-102.2852396,"{""codigo"":""Avenida Heroico Colegio Militar"",""tipo"":""avenida"",""highway"":""tertiary"",""carriles"":2}"
Avenida Guadalupe González,carretera,21.9096296,-102.3227957,"{""codigo"":""Avenida Guadalupe González"",""tipo"":""avenida"",""highway"":""secondary"",""carriles"":2}"
Avenida Convención de 1914 Norte,carretera,21.8974222,-102.3045355,"{""codigo"":""Avenida Convención de 1914 Norte"",""tipo"":""federal"",""highway"":""primary"",""carriles"":4,""velocidad_max"":""50""}"
Boulevard a Zacatecas,carretera,21.9158124,-102.2921096,"{""codigo"":""MX45"",""tipo"":""federal"",""highway"":""secondary"",""carriles"":3}"
Avenida Héroe de Nacozari,carretera,21.8826169,-102.2823493,"{""codigo"":""Avenida Héroe de Nacozari"",""tipo"":""avenida"",""highway"":""secondary"",""carriles"":2,""velocidad_max"":""60""}"
Carretera Carboneras-Arroyo Hondo,carretera,22.187834,-102.1934629,"{""codigo"":""AGS9"",""tipo"":""estatal"",""highway"":""secondary"",""velocidad_max"":""60""}"
Avenida Convención de 1914 Sur,carretera,21.8685757,-102.2757129,"{""codigo"":""MX45"",""tipo"":""federal"",""highway"":""primary"",""carriles"":2,""velocidad_max"":""50""}"
Avenida Poliducto,carretera,21.8665975,-102.2421373,"{""codigo"":""Avenida Poliducto"",""tipo"":""avenida"",""highway"":""tertiary""}"
Federico Méndez,carretera,21.9287697,-102.2487765,"{""codigo"":""Federico Méndez"",""tipo"":""avenida"",""highway"":""tertiary""}"
Avenida 16 de Septiembre,carretera,22.1478195,-102.2751489,"{""codigo"":""Avenida 16 de Septiembre"",""tipo"":""avenida"",""highway"":""secondary""}"
Carretera Palo Alto,carretera,22.1120686,-102.0070648,"{""codigo"":""AGS43"",""tipo"":""federal"",""highway"":""primary"",""velocidad_max"":""80""}"
Avenida Independencia,carretera,21.9680533,-102.2933018,"{""codigo"":""Avenida Independencia"",""tipo"":""avenida"",""highway"":""tertiary"",""carriles"":3}"
Avenida Pensadores Mexicanos,carretera,21.9156908,-102.2591166,"{""codigo"":""Avenida Pensadores Mexicanos"",""tipo"":""calle"",""highway"":""residential""}"
Avenida Ayuntamiento,carretera,21.8702995,-102.2916685,"{""codigo"":""Avenida Ayuntamiento"",""tipo"":""avenida"",""highway"":""secondary"",""carriles"":2}"
Calle Alameda,carretera,21.8853967,-102.1066115,"{""codigo"":""AGS86"",""tipo"":""estatal"",""highway"":""tertiary"",""velocidad_max"":""30""}"
Carretera Los Alamitos,carretera,22.2595713,-102.2421251,"{""codigo"":""AGS24"",""tipo"":""estatal"",""highway"":""tertiary"",""velocidad_max"":""40""}"
Avenida 16 de Septiembre,carretera,22.1351639,-102.2739714,"{""codigo"":""AGS27"",""tipo"":""estatal"",""highway"":""secondary"",""carriles"":2}"
Camino Colonia Calles,carretera,22.2135112,-102.0529679,"{""codigo"":""RURAL"",""tipo"":""avenida"",""highway"":""tertiary"",""velocidad_max"":""30""}"
Avenida Siglo XXI,carretera,21.9458515,-102.2977303,"{""codigo"":""Avenida Siglo XXI"",""tipo"":""federal"",""highway"":""trunk"",""carriles"":4}"
Avenida Ferrocarril,carretera,21.8791736,-102.2782347,"{""codigo"":""Avenida Ferrocarril"",""tipo"":""calle"",""highway"":""residential""}"
Calle José María Chávez,carretera,21.8711832,-102.2950904,"{""codigo"":""MX45"",""tipo"":""federal"",""highway"":""primary"",""carriles"":3}"
Calle Insurgentes,carretera,22.1527071,-102.27041,"{""codigo"":""AGS49"",""tipo"":""estatal"",""highway"":""tertiary"",""velocidad_max"":""20""}"
Calle Aquiles Serdán,carretera,21.8966554,-102.3044312,"{""codigo"":""Calle Aquiles Serdán"",""tipo"":""avenida"",""highway"":""tertiary"",""carriles"":2}"
Avenida Aguascalientes Sur,carretera,21.8600097,-102.2649357,"{""codigo"":""Avenida Aguascalientes Sur"",""tipo"":""federal"",""highway"":""primary"",""carriles"":3}"
Avenida de las Misiones,carretera,21.9322742,-102.3054868,"{""codigo"":""Avenida de las Misiones"",""tipo"":""calle"",""highway"":""residential"",""carriles"":2}"
Carretera Calvillo,carretera,21.8870397,-102.3841433,"{""codigo"":""MX70"",""tipo"":""federal"",""highway"":""primary"",""carriles"":2}"
Avenida Fundición,carretera,21.8958693,-102.3113971,"{""codigo"":""Avenida Fundición"",""tipo"":""avenida"",""highway"":""tertiary"",""carriles"":3}"
Avenida Siglo XXI,carretera,21.9450263,-102.2930193,"{""codigo"":""Avenida Siglo XXI"",""tipo"":""federal"",""highway"":""trunk"",""carriles"":2}"
Avenida Ojocaliente,carretera,21.9017317,-102.259267,"{""codigo"":""Avenida Ojocaliente"",""tipo"":""avenida"",""highway"":""secondary""}"
Avenida Licenciado Adolfo López Mateos Oriente,carretera,21.8788747,-102.2943294,"{""codigo"":""MX70"",""tipo"":""federal"",""highway"":""primary"",""carriles"":3,""velocidad_max"":""50""}"
Calle Guadalupe,carretera,21.8842919,-102.3025606,"{""codigo"":""Calle Guadalupe"",""tipo"":""avenida"",""highway"":""tertiary"",""carriles"":1}"
Avenida Héroe de Nacozari,carretera,21.9085204,-102.2905858,"{""codigo"":""Avenida Héroe de Nacozari"",""tipo"":""avenida"",""highway"":""secondary"",""carriles"":2,""velocidad_max"":""60""}"
Avenida Plutarco Elías Calles,carretera,22.1477499,-102.2784764,"{""codigo"":""AGS19"",""tipo"":""federal"",""highway"":""primary"",""carriles"":1,""velocidad_max"":""30""}"
Calle General Enrique Estrada,carretera,21.8952861,-102.2844024,"{""codigo"":""Calle General Enrique Estrada"",""tipo"":""avenida"",""highway"":""secondary"",""carriles"":2}"
Calle Paseo de los Parques,carretera,21.9089648,-102.2699496,"{""codigo"":""Calle Paseo de los Parques"",""tipo"":""avenida"",""highway"":""tertiary""}"
Avenida Paseo de la Solidaridad,carretera,21.9079706,-102.2862423,"{""codigo"":""Avenida Paseo de la Solidaridad"",""tipo"":""federal"",""highway"":""primary"",""carriles"":2}"
Avenida de las Orquídeas,carretera,21.8729083,-102.3065382,"{""codigo"":""Avenida de las Orquídeas"",""tipo"":""calle"",""highway"":""residential""}"
Carretera El Bajío-Rincón de Romos,carretera,22.253573,-102.2981758,"{""codigo"":""Carretera El Bajío-Rincón de Romos"",""tipo"":""avenida"",""highway"":""tertiary"",""velocidad_max"":""50""}"
Avenida del Campestre,carretera,21.9235176,-102.3398796,"{""codigo"":""Avenida del Campestre"",""tipo"":""calle"",""highway"":""residential""}"
Carretera La Crucitas,carretera,22.1775365,-102.438992,"{""codigo"":""AGS38"",""tipo"":""estatal"",""highway"":""tertiary"",""velocidad_max"":""60""}"
Avenida Valle del Campanario,carretera,21.9294445,-102.3121693,"{""codigo"":""Avenida Valle del Campanario"",""tipo"":""calle"",""highway"":""residential"",""carriles"":2}"
Avenida Poliducto,carretera,21.9048258,-102.2485738,"{""codigo"":""Avenida Poliducto"",""tipo"":""avenida"",""highway"":""secondary""}"
Carretera Rincón de Romos - Loreto,carretera,22.2237239,-102.1841628,"{""codigo"":""MX22"",""tipo"":""federal"",""highway"":""primary"",""carriles"":2,""velocidad_max"":""60""}"
Calle Antiguo Camino a San Ignacio,carretera,21.8987519,-102.3168621,"{""codigo"":""Calle Antiguo Camino a San Ignacio"",""tipo"":""avenida"",""highway"":""tertiary"",""carriles"":3}"
Avenida Licenciado Adolfo López Mateos Oriente,carretera,21.8782498,-102.2761804,"{""codigo"":""MX70"",""tipo"":""federal"",""highway"":""primary"",""carriles"":2}"
Avenida Revolución,carretera,21.9041789,-102.4565058,"{""codigo"":""Avenida Revolución"",""tipo"":""calle"",""highway"":""residential""}"
Avenida Independencia,carretera,21.8923936,-102.2950783,"{""codigo"":""Avenida Independencia"",""tipo"":""avenida"",""highway"":""secondary"",""carriles"":2}"
Carretera Pabellón de Arteaga,carretera,22.189542,-102.277062,"{""codigo"":""AGS90"",""tipo"":""estatal"",""highway"":""secondary"",""velocidad_max"":""80""}"
Camino 16 de Septiembre-Mesillas,carretera,22.3323698,-102.1862481,"{""codigo"":""Camino 16 de Septiembre-Mesillas"",""tipo"":""avenida"",""highway"":""tertiary"",""velocidad_max"":""30""}"
Avenida Ojocaliente,carretera,21.8733114,-102.2479551,"{""codigo"":""Avenida Ojocaliente"",""tipo"":""avenida"",""highway"":""secondary""}"
Carretera La Chaveña,carretera,22.0231027,-102.3070979,"{""codigo"":""AGS100"",""tipo"":""estatal"",""highway"":""tertiary"",""velocidad_max"":""60""}"
Luis Donaldo Colosio,carretera,21.9247855,-102.3027048,"{""codigo"":""Luis Donaldo Colosio"",""tipo"":""calle"",""highway"":""secondary_link""}"
Camino Norias del Borrego,carretera,22.2856644,-102.0416534,"{""codigo"":""AGS"",""tipo"":""estatal"",""highway"":""tertiary"",""velocidad_max"":""30""}"
Avenida Arqueros,carretera,21.8671652,-102.2697486,"{""codigo"":""Avenida Arqueros"",""tipo"":""federal"",""highway"":""primary"",""carriles"":2}"
Avenida Vallarta,carretera,21.8844479,-102.2372395,"{""codigo"":""Avenida Vallarta"",""tipo"":""avenida"",""highway"":""tertiary""}"
Calle General Álvaro Obregón,carretera,21.8852286,-102.2950607,"{""codigo"":""Calle General Álvaro Obregón"",""tipo"":""avenida"",""highway"":""tertiary"",""carriles"":2}"
Avenida Ruta de la Plata,carretera,22.2240654,-102.3091484,"{""codigo"":""Avenida Ruta de la Plata"",""tipo"":""calle"",""highway"":""residential""}"
Carretera El Refugio de Providencia,carretera,22.3602996,-102.293584,"{""codigo"":""AGS25"",""tipo"":""estatal"",""highway"":""secondary"",""velocidad_max"":""60""}"
Prolongación Misión de Santiago,carretera,21.9289964,-102.311807,"{""codigo"":""Prolongación Misión de Santiago"",""tipo"":""calle"",""highway"":""residential""}"
Calle José María Chávez,carretera,21.87402,-102.2950282,"{""codigo"":""MX45"",""tipo"":""federal"",""highway"":""primary"",""carriles"":2}"
Calle Glorieta,carretera,21.876976,-102.2749562,"{""codigo"":""Calle Glorieta"",""tipo"":""avenida"",""highway"":""tertiary"",""carriles"":2}"
Carretera San Marcos-Aguascalientes,carretera,22.0887421,-102.0762508,"{""codigo"":""MX25"",""tipo"":""federal"",""highway"":""primary"",""carriles"":2,""velocidad_max"":""40""}"
Avenida Aguascalientes Oriente,carretera,21.8747967,-102.2554408,"{""codigo"":""Avenida Aguascalientes Oriente"",""tipo"":""avenida"",""highway"":""tertiary"",""carriles"":2,""velocidad_max"":""60""}"
Entrada Sandovales-El Copetillo,carretera,21.9076603,-102.039055,"{""codigo"":""AGS156"",""tipo"":""estatal"",""highway"":""secondary"",""velocidad_max"":""70""}"
Avenida del Campestre,carretera,21.9234669,-102.3377202,"{""codigo"":""Avenida del Campestre"",""tipo"":""calle"",""highway"":""residential"",""carriles"":2}"
Calle Plazuela Matamoros,carretera,22.2406973,-102.0875612,"{""codigo"":""AGS129"",""tipo"":""estatal"",""highway"":""secondary"",""velocidad_max"":""20""}"
Avenida Margarita Maza de Juárez,carretera,21.8539272,-102.2427588,"{""codigo"":""Avenida Margarita Maza de Juárez"",""tipo"":""avenida"",""highway"":""tertiary""}"
Boulevard Guadalupano,carretera,21.9080767,-102.2559966,"{""codigo"":""AGS60"",""tipo"":""estatal"",""highway"":""secondary"",""carriles"":3}"
Avenida Sifón,carretera,22.1763369,-102.3432754,"{""codigo"":""Avenida Sifón"",""tipo"":""calle"",""highway"":""residential""}"
Avenida Aguascalientes Oriente,carretera,21.8920345,-102.2642234,"{""codigo"":""Avenida Aguascalientes Oriente"",""tipo"":""federal"",""highway"":""primary"",""carriles"":3,""velocidad_max"":""60""}"
Avenida Héroe Inmortal,carretera,21.851659,-102.2692572,"{""codigo"":""AGS110"",""tipo"":""estatal"",""highway"":""secondary"",""carriles"":4}"
El Cedazo,rio,21.8670203,-102.2581672,"{""tipo"":""reservoir"",""estacional"":false,""navegable"":false}"
Río San Pedro,rio,21.8927703,-102.3399341,"{""tipo"":""river"",""estacional"":false,""navegable"":false}"
Río San Pedro,rio,22.0065497,-102.3184903,"{""tipo"":""river"",""estacional"":false,""navegable"":false}"
Presa El Chichimeco,rio,21.9987754,-102.3651641,"{""tipo"":""reservoir"",""estacional"":false,""navegable"":false}"
Río San Pedro,rio,22.1497327,-102.2666772,"{""tipo"":""river"",""estacional"":false,""navegable"":false}"
Arroyo La Hacienda,rio,21.9304291,-102.3027357,"{""tipo"":""stream"",""estacional"":false,""navegable"":false}"
Presa de Los Gringos,rio,21.9070598,-102.2651656,"{""tipo"":""reservoir"",""estacional"":false,""navegable"":false}"
Lago heroes Mexicanos,rio,21.8518806,-102.2879142,"{""tipo"":""lake"",""estacional"":false,""navegable"":false}"
General Abelardo L. Rodriguez,rio,21.9189962,-102.4429857,"{""tipo"":""reservoir"",""estacional"":false,""navegable"":false}"
Morcinique,rio,21.8707538,-102.3344853,"{""tipo"":""stream"",""estacional"":false,""navegable"":false}"
Arroyo San Lorenzo,rio,21.9578613,-102.335187,"{""tipo"":""stream"",""estacional"":true,""navegable"":false}"
Estanque velodromo,rio,21.9007472,-102.2849564,"{""tipo"":""pond"",""estacional"":true,""navegable"":false}"
Río San Pedro,rio,22.0550495,-102.29222,"{""tipo"":""river"",""estacional"":false,""navegable"":false}"
Arroyo San Nicolás,rio,21.9377808,-102.2490606,"{""tipo"":""stream"",""estacional"":false,""navegable"":false}"
Arroyo La Gloria,rio,21.9211715,-102.4128485,"{""tipo"":""stream"",""estacional"":false,""navegable"":false}"
Arroyo La Hacienda,rio,21.9256844,-102.2739375,"{""tipo"":""stream"",""estacional"":false,""navegable"":false}"
Arroyo La Hacienda,rio,21.9275525,-102.2914445,"{""tipo"":""stream"",""estacional"":false,""navegable"":false}"
Arroyo La Hacienda,rio,21.9290727,-102.2938626,"{""tipo"":""stream"",""estacional"":false,""navegable"":false}"
Arroyo La Hacienda,rio,21.9313643,-102.2961143,"{""tipo"":""stream"",""estacional"":false,""navegable"":false}"
Arroyo La Hacienda,rio,21.9308816,-102.2960727,"{""tipo"":""stream"",""estacional"":false,""navegable"":false}"
Río Chicalote,rio,21.9738187,-102.3065878,"{""tipo"":""river"",""estacional"":false,""navegable"":false}"
El Saucillo,rio,22.2476511,-102.3495667,"{""tipo"":""reservoir"",""estacional"":false,""navegable"":false}"
Bordo Venaderos,rio,21.8749006,-102.4597151,"{""tipo"":""pond"",""estacional"":false,""navegable"":false}"
Ojo de agua de los montes,rio,21.9608718,-102.3612866,"{""tipo"":""pond"",""estacional"":false,""navegable"":false}"
arroyo sierra,rio,22.0484238,-102.4813494,"{""tipo"":""stream"",""estacional"":false,""navegable"":false}"
Fuente a Manuel M. Ponce,rio,21.8807271,-102.2958757,"{""tipo"":""fountain"",""estacional"":false,""navegable"":false}"
Río Chicalote,rio,21.9872362,-102.2871138,"{""tipo"":""river"",""estacional"":false,""navegable"":false}"
Río Chicalote,rio,21.9852294,-102.2888667,"{""tipo"":""river"",""estacional"":false,""navegable"":false}"
La Hacienda,rio,21.9066124,-102.3289494,"{""tipo"":""stream"",""estacional"":true,""navegable"":false}"
Arroyo Don Pascual,rio,21.8932676,-102.2517248,"{""tipo"":""stream"",""estacional"":false,""navegable"":false}"
Alberca 1,rio,22.1506665,-102.274714,"{""tipo"":""pond"",""estacional"":false,""navegable"":false}"
Alberca 2,rio,22.1507124,-102.2744713,"{""tipo"":""pond"",""estacional"":false,""navegable"":false}"
Lago 2 UTNA,rio,22.2234182,-102.2813881,"{""tipo"":""pond"",""estacional"":false,""navegable"":false}"
Rio Nilo,rio,22.2267525,-102.3221841,"{""tipo"":""river"",""estacional"":false,""navegable"":false}"
El Cedazo,rio,21.866242,-102.2703301,"{""tipo"":""stream"",""estacional"":false,""navegable"":false}"
Fuente danzarina,rio,21.8796666,-102.3043335,"{""tipo"":""basin"",""estacional"":true,""navegable"":false}"
Arroyo del Cedazo,rio,21.8776911,-102.2341138,"{""tipo"":""stream"",""estacional"":false,""navegable"":false}"
Bordo Santa Elena,rio,21.9105118,-102.2495804,"{""tipo"":""water"",""estacional"":false,""navegable"":false}"
Arroyo de la Presa,rio,21.9083488,-102.2603556,"{""tipo"":""stream"",""estacional"":false,""navegable"":false}"
Presa del Saucillo,rio,22.2605655,-102.3071332,"{""tipo"":""pond"",""estacional"":false,""navegable"":false}"
lago chaneque,rio,22.1401976,-102.2733281,"{""tipo"":""lake"",""estacional"":true,""navegable"":false}"
Alberca,rio,22.2293797,-102.1056991,"{""tipo"":""lake"",""estacional"":false,""navegable"":false}"
Alberca infatil,rio,22.2293726,-102.1058965,"{""tipo"":""lake"",""estacional"":false,""navegable"":false}"
